cittadinanza,genere,comune_pdf,provenienza,classe_eta,eta,conta
Costa d'avorio,F,Cuneo,Sub-shara,Giovane adulto,38,812
Costa d'avorio,M,Cuneo,Sub-shara,Adulto,46,812
Cuneo,F,Cuneo,Italia,Giovane,22,812
Senegal,M,Cuneo,Sub-shara,Adulto,49,812
Senegal,M,Cuneo,Sub-shara,Giovane,25,812
Romania,F,Cuneo,Euro-est,Anziano,51,812
Romania,M,Cuneo,Euro-est,Anziano,54,812
Gambia,M,Cuneo,Sub-shara,Giovane adulto,33,812
Mali,M,Cuneo,Africa,Giovane,25,812
Cuneo,F,Cuneo,Italia,Giovane,18,812
Costa d'avorio,M,Cuneo,Sub-shara,Giovane adulto,37,812
Albania,M,Cuneo,Euro-est,Giovane,19,812
Pakistan,M,Cuneo,India,Giovane,24,812
Guinea,M,Cuneo,Sub-shara,Giovane,25,812
India,M,Cuneo,India,Giovane,23,812
Marocco,M,Cuneo,Africa,Anziano,58,812
Costa d'avorio,F,Cuneo,Sub-shara,Giovane adulto,34,812
Costa d'avorio,M,Cuneo,Sub-shara,Giovane,29,812
Gambia,M,Cuneo,Sub-shara,Giovane adulto,31,812
Filippine,M,Cuneo,India,Anziano,55,812
Cuneo,M,Cuneo,Italia,Giovane,18,812
Costa d'avorio,F,Cuneo,Sub-shara,Giovane adulto,32,812
Egitto,M,Cuneo,Africa,Giovane adulto,38,812
Cuneo,M,Cuneo,Italia,Adulto,44,812
Bangladesh,M,Cuneo,India,Anziano,64,812
Costa d'avorio,M,Cuneo,Sub-shara,Anziano,52,812
Senegal,M,Cuneo,Sub-shara,Giovane,30,812
India,M,Cuneo,India,Giovane,22,812
Nigeria,M,Cuneo,Sub-shara,Adulto,47,812
Costa d'avorio,M,Cuneo,Sub-shara,Adulto,50,812
Ghana,F,Cuneo,Sub-shara,Giovane,28,812
Ucraina,M,Cuneo,Euro-est,Giovane adulto,37,812
Guinea,M,Cuneo,Sub-shara,Giovane adulto,34,812
Nigeria,M,Cuneo,Sub-shara,Anziano,55,812
Cuneo,F,Cuneo,Italia,Adulto,43,812
Nigeria,M,Cuneo,Sub-shara,Adulto,48,812
Nigeria,M,Cuneo,Sub-shara,Giovane,28,812
Cuneo,M,Cuneo,Italia,Giovane adulto,38,812
Lagnasco,M,Cuneo,Italia,Anziano,68,812
Pakistan,M,Cuneo,India,Giovane,20,812
Costa d'avorio,F,Cuneo,Sub-shara,Anziano,51,812
Repubblica popolare cinese,M,Cuneo,India,Anziano,54,812
Marocco,M,Cuneo,Africa,Adulto,46,812
Gambia,M,Cuneo,Sub-shara,Giovane adulto,37,812
Burkina faso,M,Cuneo,Sub-shara,Giovane,20,812
Busca,F,Cuneo,Italia,Anziano,60,812
Gambia,M,Cuneo,Sub-shara,Giovane,29,812
Cuneo,M,Cuneo,Italia,Giovane,18,812
Cuneo,M,Cuneo,Italia,Anziano,65,812
Cuneo,F,Cuneo,Italia,Giovane,23,812
Romania,M,Cuneo,Euro-est,Anziano,58,812
Cuneo,M,Cuneo,Italia,Giovane,18,812
Marocco,M,Cuneo,Africa,Giovane adulto,31,812
Cuneo,M,Cuneo,Italia,Anziano,58,812
Cuneo,F,Cuneo,Italia,Anziano,70,812
Costa d'avorio,M,Cuneo,Sub-shara,Giovane adulto,34,812
Romania,F,Cuneo,Euro-est,Adulto,46,812
Cuneo,F,Cuneo,Italia,Anziano,64,812
Afghanistan,M,Cuneo,India,Giovane,25,812
Cuneo,M,Cuneo,Italia,Giovane adulto,32,812
Cuneo,M,Cuneo,Italia,Adulto,50,812
Venezuela,M,Cuneo,Americhe,Giovane,21,812
Mali,M,Cuneo,Africa,Giovane adulto,40,812
Mali,M,Cuneo,Africa,Adulto,46,812
Guinea,M,Cuneo,Sub-shara,Giovane,19,812
Busca,M,Cuneo,Italia,Anziano,68,812
Filippine,F,Cuneo,India,Adulto,43,812
Romania,M,Cuneo,Euro-est,Giovane adulto,40,812
Romania,M,Cuneo,Euro-est,Anziano,55,812
Cuneo,M,Cuneo,Italia,Giovane,22,812
Romania,M,Cuneo,Euro-est,Adulto,43,812
Repubblica dominicana,F,Cuneo,Americhe,Adulto,45,812
Cuneo,F,Cuneo,Italia,Anziano,67,812
Barrea,M,Cuneo,Italia,Anziano,72,812
Uganda,F,Cuneo,Sub-shara,Giovane adulto,33,812
Filippine,M,Cuneo,India,Anziano,62,812
Nigeria,M,Cuneo,Sub-shara,Anziano,53,812
Marocco,M,Cuneo,Africa,Giovane adulto,37,812
Torino,M,Cuneo,Italia,Giovane,18,812
Pakistan,M,Cuneo,India,Giovane,30,812
Nigeria,F,Cuneo,Sub-shara,Giovane,25,812
Bra,M,Cuneo,Italia,Giovane adulto,31,812
Cuneo,F,Cuneo,Italia,Giovane,30,812
India,M,Cuneo,India,Giovane adulto,37,812
Nigeria,F,Cuneo,Sub-shara,Giovane,30,812
Ghana,F,Cuneo,Sub-shara,Adulto,45,812
Ghana,M,Cuneo,Sub-shara,Giovane,26,812
Nigeria,F,Cuneo,Sub-shara,Giovane adulto,36,812
Burkina faso,M,Cuneo,Sub-shara,Giovane,23,812
Marocco,M,Cuneo,Africa,Giovane,29,812
Egitto,M,Cuneo,Africa,Giovane adulto,39,812
Costa d'avorio,F,Cuneo,Sub-shara,Giovane,29,812
Romania,F,Cuneo,Euro-est,Adulto,43,812
Romania,F,Cuneo,Euro-est,Giovane adulto,31,812
Marocco,M,Cuneo,Africa,Anziano,54,812
Togo,M,Cuneo,Sub-shara,Anziano,52,812
Frassinelle polesine,M,Cuneo,Italia,Anziano,79,812
Somalia,M,Cuneo,Sub-shara,Giovane,30,812
Cuneo,M,Cuneo,Italia,Giovane,24,812
Cuneo,M,Cuneo,Italia,Anziano,65,812
Cuneo,M,Cuneo,Italia,Anziano,53,812
Nigeria,F,Cuneo,Sub-shara,Giovane adulto,36,812
Pakistan,M,Cuneo,India,Giovane adulto,32,812
Marocco,F,Cuneo,Africa,Giovane,30,812
Pakistan,M,Cuneo,India,Giovane adulto,36,812
Pakistan,M,Cuneo,India,Giovane adulto,32,812
Congo repubblica democratica,M,Cuneo,Sub-shara,Adulto,41,812
Pakistan,M,Cuneo,India,Giovane,27,812
Savigliano,F,Cuneo,Italia,Giovane,30,812
Savigliano,M,Cuneo,Italia,Giovane,29,812
Cuneo,M,Cuneo,Italia,Giovane,25,812
Ghana,M,Cuneo,Sub-shara,Adulto,44,812
Ghana,F,Cuneo,Sub-shara,Adulto,42,812
Marocco,M,Cuneo,Africa,Anziano,59,812
Egitto,M,Cuneo,Africa,Giovane,28,812
Cuneo,M,Demonte,Italia,Anziano,54,44
Costa d'avorio,M,Demonte,Sub-shara,Giovane,28,44
Cuneo,F,Demonte,Italia,Giovane adulto,32,44
India,M,Demonte,India,Anziano,54,44
India,M,Demonte,India,Giovane,26,44
Torino,M,Demonte,Italia,Anziano,51,44
Cuneo,M,Demonte,Italia,Giovane,26,44
Cuneo,F,Demonte,Italia,Giovane,23,44
Cuneo,M,Demonte,Italia,Giovane adulto,37,44
Romania,M,Demonte,Euro-est,Giovane adulto,31,44
Cuneo,M,Demonte,Italia,Adulto,43,44
Sierra leone,M,Demonte,Sub-shara,Giovane,28,44
Etiopia,M,Demonte,Sub-shara,Giovane,25,44
Bangladesh,M,Demonte,India,Giovane,30,44
Gambia,M,Demonte,Sub-shara,Giovane,24,44
Cuneo,M,Demonte,Italia,Giovane,22,44
Ghana,M,Demonte,Sub-shara,Giovane,28,44
Cuneo,F,Demonte,Italia,Giovane,20,44
Saluzzo,F,Demonte,Italia,Giovane,25,44
Gambia,M,Demonte,Sub-shara,Giovane,27,44
Torino,F,Demonte,Italia,Adulto,48,44
Bangladesh,M,Demonte,India,Giovane adulto,38,44
Cervasca,F,Demonte,Italia,Giovane,27,44
Albania,M,Demonte,Euro-est,Anziano,66,44
Ghana,M,Demonte,Sub-shara,Giovane adulto,32,44
Cuneo,M,Demonte,Italia,Adulto,43,44
Nigeria,M,Demonte,Sub-shara,Giovane adulto,32,44
Senegal,M,Demonte,Sub-shara,Giovane,27,44
Guinea,M,Demonte,Sub-shara,Giovane adulto,34,44
Savigliano,M,Demonte,Italia,Giovane adulto,36,44
Cuneo,M,Demonte,Italia,Anziano,52,44
Sudan,M,Demonte,Africa,Adulto,48,44
Cuneo,M,Demonte,Italia,Giovane,19,44
Torino,F,Demonte,Italia,Giovane,22,44
Cuneo,F,Demonte,Italia,Giovane,24,44
Cuneo,F,Demonte,Italia,Giovane,20,44
Cuneo,M,Demonte,Italia,Adulto,43,44
Senegal,M,Demonte,Sub-shara,Giovane adulto,39,44
Senegal,M,Demonte,Sub-shara,Giovane adulto,34,44
Cuneo,M,Demonte,Italia,Adulto,44,44
Cuneo,M,Demonte,Italia,Giovane,20,44
Romania,M,Demonte,Euro-est,Anziano,65,44
Gambia,M,Demonte,Sub-shara,Giovane adulto,32,44
Argentina,M,Demonte,Americhe,Adulto,48,44
Gioia tauro,F,Diano d'alba,Italia,Anziano,65,114
Alba,M,Diano d'alba,Italia,Adulto,46,114
Alba,M,Diano d'alba,Italia,Anziano,67,114
Alba,M,Diano d'alba,Italia,Giovane,25,114
Alba,M,Diano d'alba,Italia,Giovane,29,114
Australia,F,Diano d'alba,India,Adulto,42,114
Bulgaria,F,Diano d'alba,Euro-est,Giovane adulto,35,114
Senegal,M,Diano d'alba,Sub-shara,Giovane adulto,32,114
Macedonia,F,Diano d'alba,Euro-est,Anziano,62,114
Macedonia,M,Diano d'alba,Euro-est,Anziano,61,114
Romania,F,Diano d'alba,Euro-est,Adulto,44,114
Macedonia,M,Diano d'alba,Euro-est,Giovane adulto,36,114
Alba,M,Diano d'alba,Italia,Giovane,20,114
Alba,F,Diano d'alba,Italia,Adulto,47,114
Macedonia,M,Diano d'alba,Euro-est,Adulto,50,114
Cuneo,F,Diano d'alba,Italia,Anziano,54,114
Senegal,M,Diano d'alba,Sub-shara,Giovane,25,114
Romania,M,Diano d'alba,Euro-est,Adulto,46,114
Roascio,M,Diano d'alba,Italia,Anziano,70,114
Torino,F,Diano d'alba,Italia,Anziano,55,114
Macedonia,M,Diano d'alba,Euro-est,Adulto,49,114
Romania,M,Diano d'alba,Euro-est,Anziano,52,114
Romania,F,Diano d'alba,Euro-est,Anziano,54,114
Macedonia,M,Diano d'alba,Euro-est,Giovane,28,114
Macedonia,M,Diano d'alba,Euro-est,Anziano,54,114
Romania,F,Diano d'alba,Euro-est,Adulto,48,114
Macedonia,F,Diano d'alba,Euro-est,Anziano,51,114
Alba,M,Diano d'alba,Italia,Anziano,57,114
Macedonia,M,Diano d'alba,Euro-est,Adulto,50,114
Macedonia,M,Diano d'alba,Euro-est,Giovane,25,114
Asti,M,Diano d'alba,Italia,Anziano,62,114
Macedonia,M,Diano d'alba,Euro-est,Adulto,42,114
Alba,M,Diano d'alba,Italia,Giovane,30,114
Alba,M,Diano d'alba,Italia,Anziano,57,114
Romania,M,Diano d'alba,Euro-est,Anziano,64,114
Romania,F,Diano d'alba,Euro-est,Anziano,57,114
Macedonia,F,Diano d'alba,Euro-est,Anziano,55,114
Cerretto delle langhe,M,Diano d'alba,Italia,Anziano,65,114
Bra,M,Diano d'alba,Italia,Adulto,50,114
Costa d'avorio,M,Diano d'alba,Sub-shara,Giovane adulto,37,114
Bulgaria,F,Diano d'alba,Euro-est,Giovane adulto,40,114
Senegal,M,Diano d'alba,Sub-shara,Giovane,25,114
Macedonia,M,Diano d'alba,Euro-est,Anziano,51,114
Macedonia,F,Diano d'alba,Euro-est,Anziano,54,114
Macedonia,M,Diano d'alba,Euro-est,Adulto,50,114
Alba,F,Diano d'alba,Italia,Giovane adulto,35,114
Slovenia,F,Diano d'alba,Euro-centro,Adulto,44,114
Macedonia,F,Diano d'alba,Euro-est,Anziano,51,114
Macedonia,M,Diano d'alba,Euro-est,Anziano,56,114
Oristano,M,Diano d'alba,Italia,Anziano,67,114
Alba,M,Diano d'alba,Italia,Giovane,22,114
Ariano irpino,M,Diano d'alba,Italia,Anziano,75,114
Senegal,M,Diano d'alba,Sub-shara,Adulto,47,114
Senegal,M,Diano d'alba,Sub-shara,Adulto,49,114
Senegal,M,Diano d'alba,Sub-shara,Adulto,42,114
Alba,M,Diano d'alba,Italia,Giovane,22,114
Macedonia,M,Diano d'alba,Euro-est,Anziano,57,114
Bangladesh,M,Diano d'alba,India,Giovane,22,114
Cerretto delle langhe,M,Diano d'alba,Italia,Anziano,63,114
Romania,M,Diano d'alba,Euro-est,Adulto,42,114
Romania,M,Diano d'alba,Euro-est,Giovane adulto,33,114
Bulgaria,M,Diano d'alba,Euro-est,Anziano,55,114
Macedonia,M,Diano d'alba,Euro-est,Adulto,42,114
Macedonia,M,Diano d'alba,Euro-est,Adulto,41,114
Senegal,M,Diano d'alba,Sub-shara,Giovane adulto,36,114
Mondovi',F,Diano d'alba,Italia,Adulto,44,114
Albania,F,Diano d'alba,Euro-est,Giovane,18,114
Macedonia,M,Diano d'alba,Euro-est,Giovane adulto,39,114
Senegal,M,Diano d'alba,Sub-shara,Giovane,30,114
Bulgaria,F,Diano d'alba,Euro-est,Anziano,59,114
Macedonia,M,Diano d'alba,Euro-est,Anziano,62,114
Macedonia,M,Diano d'alba,Euro-est,Adulto,48,114
Senegal,M,Diano d'alba,Sub-shara,Giovane adulto,34,114
Bangladesh,M,Diano d'alba,India,Adulto,43,114
Sannicandro garganico,F,Diano d'alba,Italia,Anziano,58,114
Macedonia,M,Diano d'alba,Euro-est,Anziano,74,114
Bulgaria,M,Diano d'alba,Euro-est,Adulto,49,114
Macedonia,M,Diano d'alba,Euro-est,Adulto,48,114
Macedonia,M,Diano d'alba,Euro-est,Giovane adulto,39,114
Saluzzo,M,Diano d'alba,Italia,Giovane,24,114
Macedonia,M,Diano d'alba,Euro-est,Adulto,46,114
Romania,F,Diano d'alba,Euro-est,Giovane adulto,40,114
Macedonia,M,Diano d'alba,Euro-est,Adulto,42,114
Senegal,M,Diano d'alba,Sub-shara,Giovane adulto,32,114
Macedonia,M,Diano d'alba,Euro-est,Giovane adulto,31,114
Macedonia,F,Diano d'alba,Euro-est,Anziano,52,114
Macedonia,M,Diano d'alba,Euro-est,Adulto,48,114
Macedonia,F,Diano d'alba,Euro-est,Adulto,41,114
Macedonia,M,Diano d'alba,Euro-est,Adulto,43,114
Macedonia,F,Diano d'alba,Euro-est,Anziano,55,114
Macedonia,F,Diano d'alba,Euro-est,Giovane adulto,40,114
Macedonia,M,Diano d'alba,Euro-est,Anziano,56,114
Senegal,M,Diano d'alba,Sub-shara,Giovane,27,114
Senegal,M,Diano d'alba,Sub-shara,Giovane,22,114
Senegal,M,Diano d'alba,Sub-shara,Giovane adulto,33,114
Novara,M,Diano d'alba,Italia,Anziano,55,114
Alba,F,Diano d'alba,Italia,Anziano,53,114
Alba,M,Diano d'alba,Italia,Giovane adulto,38,114
Alba,M,Diano d'alba,Italia,Giovane adulto,37,114
Macedonia,M,Diano d'alba,Euro-est,Giovane,22,114
Macedonia,M,Diano d'alba,Euro-est,Adulto,50,114
Macedonia,M,Diano d'alba,Euro-est,Anziano,53,114
Alba,M,Diano d'alba,Italia,Adulto,49,114
Macedonia,M,Diano d'alba,Euro-est,Adulto,44,114
Alba,F,Diano d'alba,Italia,Anziano,58,114
Mombarcaro,M,Diano d'alba,Italia,Anziano,77,114
Alba,M,Diano d'alba,Italia,Giovane,24,114
Romania,F,Diano d'alba,Euro-est,Adulto,43,114
Macedonia,M,Diano d'alba,Euro-est,Adulto,50,114
Macedonia,F,Diano d'alba,Euro-est,Adulto,45,114
Senegal,M,Diano d'alba,Sub-shara,Anziano,53,114
Senegal,M,Diano d'alba,Sub-shara,Giovane adulto,33,114
Macedonia,M,Diano d'alba,Euro-est,Giovane,22,114
Alba,F,Diano d'alba,Italia,Adulto,50,114
Macedonia,M,Dogliani,Euro-est,Anziano,56,227
Macedonia,M,Dogliani,Euro-est,Anziano,56,227
Macedonia,F,Dogliani,Euro-est,Anziano,63,227
Macedonia,M,Dogliani,Euro-est,Anziano,51,227
Macedonia,F,Dogliani,Euro-est,Anziano,71,227
Tunisia,F,Dogliani,Africa,Giovane adulto,39,227
Macedonia,M,Dogliani,Euro-est,Anziano,57,227
Savigliano,M,Dogliani,Italia,Giovane,21,227
Bra,F,Dogliani,Italia,Giovane adulto,34,227
Romania,M,Dogliani,Euro-est,Anziano,56,227
Macedonia,M,Dogliani,Euro-est,Adulto,44,227
Macedonia,M,Dogliani,Euro-est,Anziano,51,227
Macedonia,M,Dogliani,Euro-est,Adulto,41,227
Murazzano,M,Dogliani,Italia,Anziano,67,227
Gambia,M,Dogliani,Sub-shara,Giovane,27,227
Mondovi',F,Dogliani,Italia,Anziano,52,227
Macedonia,M,Dogliani,Euro-est,Adulto,49,227
Mondovi',F,Dogliani,Italia,Giovane,26,227
Albania,F,Dogliani,Euro-est,Adulto,44,227
Marocco,M,Dogliani,Africa,Giovane adulto,35,227
Macedonia,F,Dogliani,Euro-est,Anziano,58,227
Macedonia,F,Dogliani,Euro-est,Anziano,53,227
Macedonia,M,Dogliani,Euro-est,Anziano,60,227
Macedonia,F,Dogliani,Euro-est,Anziano,56,227
Macedonia,M,Dogliani,Euro-est,Anziano,55,227
Macedonia,F,Dogliani,Euro-est,Adulto,45,227
Macedonia,F,Dogliani,Euro-est,Anziano,59,227
Macedonia,F,Dogliani,Euro-est,Giovane adulto,36,227
Macedonia,F,Dogliani,Euro-est,Giovane,28,227
Iugoslavia,M,Dogliani,Euro-est,Anziano,52,227
Macedonia,M,Dogliani,Euro-est,Giovane adulto,35,227
Macedonia,M,Dogliani,Euro-est,Giovane adulto,35,227
Macedonia,F,Dogliani,Euro-est,Giovane adulto,34,227
India,M,Dogliani,India,Giovane adulto,33,227
India,M,Dogliani,India,Adulto,44,227
India,M,Dogliani,India,Adulto,42,227
Macedonia,F,Dogliani,Euro-est,Adulto,46,227
Macedonia,M,Dogliani,Euro-est,Giovane,20,227
Macedonia,M,Dogliani,Euro-est,Anziano,56,227
India,M,Dogliani,India,Giovane,26,227
Alba,F,Dogliani,Italia,Anziano,56,227
Bangladesh,M,Dogliani,India,Giovane,24,227
Romania,M,Dogliani,Euro-est,Anziano,66,227
Cuneo,F,Dogliani,Italia,Anziano,51,227
Mondovi',F,Dogliani,Italia,Adulto,41,227
Torino,M,Dogliani,Italia,Giovane,23,227
Cuneo,F,Dogliani,Italia,Giovane,28,227
Alba,F,Dogliani,Italia,Giovane,29,227
Macedonia,F,Dogliani,Euro-est,Giovane adulto,39,227
India,M,Dogliani,India,Giovane,23,227
Macedonia,M,Dogliani,Euro-est,Anziano,55,227
Novello,F,Dogliani,Italia,Anziano,65,227
Macedonia,F,Dogliani,Euro-est,Adulto,49,227
Savigliano,M,Dogliani,Italia,Giovane adulto,34,227
Romania,F,Dogliani,Euro-est,Giovane adulto,34,227
India,M,Dogliani,India,Giovane adulto,34,227
India,M,Dogliani,India,Giovane,21,227
Polonia,F,Dogliani,Euro-est,Giovane adulto,38,227
Macedonia,M,Dogliani,Euro-est,Anziano,52,227
Macedonia,M,Dogliani,Euro-est,Anziano,51,227
Macedonia,M,Dogliani,Euro-est,Anziano,51,227
Palermo,M,Dogliani,Italia,Giovane adulto,32,227
Cuneo,F,Dogliani,Italia,Giovane,24,227
Cuneo,F,Dogliani,Italia,Giovane adulto,31,227
Somano,M,Dogliani,Italia,Anziano,69,227
Honduras,F,Dogliani,Americhe,Adulto,47,227
Muro lucano,M,Dogliani,Italia,Anziano,65,227
Marocco,F,Dogliani,Africa,Adulto,49,227
Dogliani,M,Dogliani,Italia,Anziano,59,227
Savigliano,M,Dogliani,Italia,Giovane,23,227
Macedonia,M,Dogliani,Euro-est,Anziano,56,227
Macedonia,M,Dogliani,Euro-est,Giovane,23,227
Macedonia,M,Dogliani,Euro-est,Anziano,62,227
Macedonia,F,Dogliani,Euro-est,Adulto,42,227
Macedonia,M,Dogliani,Euro-est,Adulto,49,227
Macedonia,F,Dogliani,Euro-est,Anziano,62,227
Serbia,F,Dogliani,Euro-centro,Adulto,41,227
Pakistan,M,Dogliani,India,Giovane adulto,37,227
Bangladesh,M,Dogliani,India,Giovane,24,227
Torino,F,Dogliani,Italia,Anziano,55,227
Mondovi',M,Dogliani,Italia,Giovane,20,227
Romania,F,Dogliani,Euro-est,Anziano,54,227
Romania,M,Dogliani,Euro-est,Anziano,51,227
Macedonia,M,Dogliani,Euro-est,Anziano,51,227
Macedonia,F,Dogliani,Euro-est,Anziano,59,227
Macedonia,M,Dogliani,Euro-est,Giovane adulto,39,227
Macedonia,M,Dogliani,Euro-est,Giovane,23,227
Macedonia,F,Dogliani,Euro-est,Anziano,63,227
Bulgaria,F,Dogliani,Euro-est,Adulto,46,227
Macedonia,M,Dogliani,Euro-est,Anziano,61,227
Murazzano,M,Dogliani,Italia,Anziano,65,227
Macedonia,M,Dogliani,Euro-est,Giovane adulto,39,227
Macedonia,F,Dogliani,Euro-est,Giovane adulto,33,227
Cuneo,F,Dogliani,Italia,Adulto,45,227
Molara,M,Dogliani,Italia,Anziano,67,227
Dogliani,M,Dogliani,Italia,Anziano,66,227
Palermo,M,Dogliani,Italia,Giovane,26,227
Palermo,F,Dogliani,Italia,Giovane adulto,31,227
Cuneo,F,Dogliani,Italia,Giovane,30,227
Savigliano,F,Dogliani,Italia,Giovane,21,227
Romania,M,Dogliani,Euro-est,Adulto,48,227
Macedonia,M,Dogliani,Euro-est,Giovane,26,227
Macedonia,M,Dogliani,Euro-est,Giovane adulto,38,227
Marocco,M,Dogliani,Africa,Giovane,25,227
Macedonia,F,Dogliani,Euro-est,Giovane adulto,38,227
Macedonia,M,Dogliani,Euro-est,Anziano,62,227
Albania,M,Dogliani,Euro-est,Giovane adulto,38,227
Albania,M,Dogliani,Euro-est,Anziano,66,227
Albania,M,Dogliani,Euro-est,Giovane adulto,36,227
Slovacchia,F,Dogliani,Euro-centro,Giovane adulto,37,227
Congo repubblica democratica,M,Dogliani,Sub-shara,Adulto,45,227
Macedonia,M,Dogliani,Euro-est,Anziano,54,227
Bangladesh,M,Dogliani,India,Giovane,26,227
Macedonia,M,Dogliani,Euro-est,Giovane,24,227
Bangladesh,M,Dogliani,India,Giovane adulto,39,227
Macedonia,M,Dogliani,Euro-est,Giovane adulto,34,227
Bangladesh,M,Dogliani,India,Giovane adulto,37,227
Macedonia,F,Dogliani,Euro-est,Anziano,61,227
Macedonia,M,Dogliani,Euro-est,Giovane adulto,37,227
Macedonia,F,Dogliani,Euro-est,Giovane adulto,35,227
Roddino,M,Dogliani,Italia,Anziano,81,227
Macedonia,M,Dogliani,Euro-est,Anziano,51,227
Macedonia,F,Dogliani,Euro-est,Adulto,48,227
Tunisia,M,Dogliani,Africa,Anziano,59,227
Macedonia,F,Dogliani,Euro-est,Anziano,61,227
Macedonia,F,Dogliani,Euro-est,Adulto,45,227
Macedonia,M,Dogliani,Euro-est,Anziano,63,227
Macedonia,F,Dogliani,Euro-est,Adulto,44,227
Macedonia,M,Dogliani,Euro-est,Adulto,46,227
Macedonia,M,Dogliani,Euro-est,Anziano,64,227
Romania,M,Dogliani,Euro-est,Giovane adulto,37,227
Alba,M,Dogliani,Italia,Giovane,27,227
Romania,M,Dogliani,Euro-est,Giovane adulto,33,227
Pakistan,M,Dogliani,India,Anziano,58,227
Romania,M,Dogliani,Euro-est,Anziano,57,227
Macedonia,F,Dogliani,Euro-est,Anziano,52,227
Cuneo,F,Dogliani,Italia,Giovane,27,227
Bangladesh,M,Dogliani,India,Adulto,41,227
Macedonia,F,Dogliani,Euro-est,Adulto,50,227
Milano,M,Dogliani,Italia,Adulto,42,227
Romania,M,Dogliani,Euro-est,Anziano,65,227
Macedonia,M,Dogliani,Euro-est,Anziano,62,227
Romania,M,Dogliani,Euro-est,Giovane,21,227
Marocco,M,Dogliani,Africa,Giovane adulto,36,227
Macedonia,F,Dogliani,Euro-est,Giovane,25,227
Macedonia,F,Dogliani,Euro-est,Giovane adulto,31,227
Macedonia,F,Dogliani,Euro-est,Anziano,60,227
Macedonia,F,Dogliani,Euro-est,Giovane adulto,32,227
Macedonia,F,Dogliani,Euro-est,Anziano,59,227
Mondovi',F,Dogliani,Italia,Anziano,77,227
Mondovi',M,Dogliani,Italia,Giovane,18,227
Macedonia,M,Dogliani,Euro-est,Adulto,46,227
Taormina,F,Dogliani,Italia,Giovane,27,227
Romania,M,Dogliani,Euro-est,Giovane,30,227
Marocco,M,Dogliani,Africa,Giovane adulto,32,227
Macedonia,F,Dogliani,Euro-est,Adulto,42,227
Alba,F,Dogliani,Italia,Giovane,27,227
India,M,Dogliani,India,Giovane,23,227
Macedonia,M,Dogliani,Euro-est,Adulto,42,227
Erice,F,Dogliani,Italia,Giovane,30,227
Macedonia,M,Dogliani,Euro-est,Anziano,57,227
Macedonia,M,Dogliani,Euro-est,Anziano,62,227
Mondovi',F,Dogliani,Italia,Giovane,19,227
Mondovi',F,Dogliani,Italia,Anziano,52,227
Gassino torinese,M,Dogliani,Italia,Anziano,63,227
Carru',M,Dogliani,Italia,Anziano,56,227
Mondovi',M,Dogliani,Italia,Adulto,48,227
Macedonia,M,Dogliani,Euro-est,Anziano,51,227
Romania,F,Dogliani,Euro-est,Adulto,46,227
Mondovi',M,Dogliani,Italia,Giovane,23,227
Torino,M,Dogliani,Italia,Giovane,24,227
India,M,Dogliani,India,Giovane adulto,31,227
Mali,M,Dogliani,Africa,Giovane adulto,36,227
Macedonia,M,Dogliani,Euro-est,Adulto,41,227
Macedonia,M,Dogliani,Euro-est,Giovane adulto,35,227
Guinea,M,Dogliani,Sub-shara,Giovane,28,227
Mondovi',M,Dogliani,Italia,Adulto,50,227
Acqui terme,F,Dogliani,Italia,Anziano,54,227
Carmagnola,F,Dogliani,Italia,Giovane adulto,34,227
Niella belbo,M,Dogliani,Italia,Anziano,57,227
Alba,M,Dogliani,Italia,Anziano,58,227
Macedonia,F,Dogliani,Euro-est,Giovane,30,227
Ceva,M,Dogliani,Italia,Giovane,19,227
Alba,F,Dogliani,Italia,Giovane adulto,35,227
Romania,M,Dogliani,Euro-est,Adulto,45,227
Mondovi',F,Dogliani,Italia,Giovane,21,227
Savona,F,Dogliani,Italia,Adulto,42,227
Macedonia,M,Dogliani,Euro-est,Anziano,65,227
Macedonia,M,Dogliani,Euro-est,Adulto,44,227
Mondovi',F,Dogliani,Italia,Giovane,25,227
Romania,M,Dogliani,Euro-est,Giovane adulto,35,227
Macedonia,F,Dogliani,Euro-est,Adulto,50,227
Monforte d'alba,M,Dogliani,Italia,Anziano,64,227
Savigliano,M,Dogliani,Italia,Giovane,22,227
Romania,M,Dogliani,Euro-est,Giovane,21,227
Dogliani,M,Dogliani,Italia,Anziano,65,227
Macedonia,F,Dogliani,Euro-est,Adulto,47,227
Bangladesh,M,Dogliani,India,Adulto,47,227
Imperia,M,Dogliani,Italia,Giovane adulto,40,227
Macedonia,F,Dogliani,Euro-est,Anziano,56,227
Mondovi',M,Dogliani,Italia,Giovane adulto,40,227
Macedonia,F,Dogliani,Euro-est,Adulto,50,227
Macedonia,F,Dogliani,Euro-est,Giovane,30,227
Macedonia,M,Dogliani,Euro-est,Anziano,59,227
Macedonia,M,Dogliani,Euro-est,Anziano,53,227
Macedonia,M,Dogliani,Euro-est,Anziano,58,227
Alba,M,Dogliani,Italia,Giovane,19,227
Senegal,M,Dogliani,Sub-shara,Adulto,41,227
Macedonia,M,Dogliani,Euro-est,Anziano,51,227
Macedonia,F,Dogliani,Euro-est,Adulto,47,227
Macedonia,M,Dogliani,Euro-est,Giovane adulto,35,227
Alba,F,Dogliani,Italia,Giovane,22,227
Macedonia,F,Dogliani,Euro-est,Adulto,48,227
Costa d'avorio,M,Dogliani,Sub-shara,Giovane,24,227
